Div ,Carrier ID ,Carrier Ref ,Term,RecNo ,SStat ,MStat,Adj Date ,Adj Code,  -  Desc ,Adj Amt,Deduct Amt,Sett Amt,ToBe Paid ,B ,Bill Amt ,Billed To ,SPaid ,Check #,Recog
YST,DELONG,001206,CHI,1901755,99,PR,1/4/2022,YST,YARD STORAGE CHARGES,$19.90 ,$721.50 ,$19.90 ,1/7/2022,Y,"$2,277.50 ",DJSTXIL,01/11/2022,221369,1/7/2022
CHZ,DIRECT,DZZZ2218383,CHI,1901755,99,PR,2/18/2022,CR,CHASSIS RENTAL,$270.00 ,$721.50 ,$270.00 ,2/24/2022,Y,"$2,277.50 ",DJSTXIL,03/08/2022,221745,2/24/2022
RST,CN,755117756,CHI,1901758,99,PR,12/8/2021,RST,RAIL/PORT STORAGE,$750.00 ,$596.50 ,$750.00 ,12/8/2021,Y,"$1,947.50 ",DJSTXIL,12/17/2021,221212,12/8/2021
CHZ,DIRECT,DZZZ2173510,CHI,1901758,99,PR,12/23/2021,CR,CHASSIS RENTAL,$18.00 ,$596.50 ,$18.00 ,12/27/2021,Y,"$1,947.50 ",DJSTXIL,01/11/2022,221361,12/27/2021
PD,MSCSC,100001325432P,CHI,1901758,99,PR,1/5/2022,PD,PER DIEM CHARGES,"$1,280.00 ",$596.50 ,"$1,280.00 ",1/7/2022,Y,"$1,947.50 ",DJSTXIL,02/03/2022,ACH,1/7/2022
RST,CN,755123340,CHI,1901759,88,PR,12/11/2021,RST,RAIL/PORT STORAGE,$525.00 ,$591.50 ,$525.00 ,12/13/2021,Y,"$1,722.50 ",DJSTXIL,12/17/2021,221212,12/13/2021
PD,MSCSC,100001334225P,CHI,1901759,88,PR,1/5/2022,PD,PER DIEM CHARGES,"$1,280.00 ",$591.50 ,"$1,280.00 ",1/7/2022,Y,"$1,722.50 ",DJSTXIL,02/03/2022,ACH,1/7/2022
RST,CN,755117941,CHI,1901760,99,PR,12/8/2021,RST,RAIL/PORT STORAGE,$600.00 ,$593.77 ,$600.00 ,12/8/2021,Y,"$1,797.50 ",DJSTXIL,12/17/2021,221212,12/8/2021
PD,MSCSC,100001332659P,CHI,1901760,99,PR,1/5/2022,PD,PER DIEM CHARGES,"$2,570.00 ",$593.77 ,"$2,570.00 ",1/7/2022,Y,"$1,797.50 ",DJSTXIL,02/03/2022,ACH,1/7/2022
CHZ,TRACMO,10125411,CHI,1901760,99,PR,1/14/2022,CR,CHASSIS RENTAL,$463.25 ,$593.77 ,$463.25 ,1/18/2022,Y,"$1,797.50 ",DJSTXIL,02/22/2022,221657,1/18/2022
RST,CN,755116888,CHI,1901761,99,PR,12/8/2021,RST,RAIL/PORT STORAGE,$825.00 ,$597.00 ,$825.00 ,12/8/2021,Y,"$2,022.50 ",DJSTXIL,12/17/2021,221212,12/8/2021
PD,MSCSC,100001325433P,CHI,1901761,99,PR,1/5/2022,PD,PER DIEM CHARGES,"$1,280.00 ",$597.00 ,"$1,280.00 ",1/7/2022,Y,"$2,022.50 ",DJSTXIL,02/03/2022,ACH,1/7/2022
RST,CN,755131748,CHI,1901854,99,PR,12/18/2021,RST,RAIL/PORT STORAGE,"$1,125.00 ",$616.50 ,"$1,125.00 ",12/20/2021,Y,"$2,347.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
PD,MSCSC,100001338267P,CHI,1901854,99,PR,1/5/2022,PD,PER DIEM CHARGES,$270.00 ,$616.50 ,$270.00 ,1/7/2022,Y,"$2,347.50 ",DJSTXIL,02/03/2022,ACH,1/7/2022
CHZ,TRACMO,10125411,CHI,1901854,99,PR,1/14/2022,CR,CHASSIS RENTAL,$272.50 ,$616.50 ,$272.50 ,1/18/2022,Y,"$2,347.50 ",DJSTXIL,02/22/2022,221657,1/18/2022
RST,CN,755127397,CHI,1901855,99,PR,12/15/2021,RST,RAIL/PORT STORAGE,"$1,425.00 ",$671.50 ,"$1,425.00 ",12/20/2021,Y,"$2,772.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
RST,CN,755122004,CHI,1901856,99,PR,12/10/2021,RST,RAIL/PORT STORAGE,$450.00 ,$691.50 ,$450.00 ,12/10/2021,Y,"$1,797.50 ",DJSTXIL,12/17/2021,221212,12/10/2021
YST,DELONG,001206,CHI,1901856,99,PR,1/4/2022,YST,YARD STORAGE CHARGES,$39.80 ,$691.50 ,$39.80 ,1/6/2022,Y,"$1,797.50 ",DJSTXIL,01/11/2022,221369,1/6/2022
CHZ,DIRECT,DZZZ2173510,CHI,1901856,99,PR,12/23/2021,CR,CHASSIS RENTAL,$18.00 ,$691.50 ,$18.00 ,12/27/2021,Y,"$1,797.50 ",DJSTXIL,01/11/2022,221361,12/27/2021
PD,MSCSC,100001327676P,CHI,1901856,99,PR,1/5/2022,PD,PER DIEM CHARGES,$405.00 ,$691.50 ,$405.00 ,1/7/2022,Y,"$1,797.50 ",DJSTXIL,02/03/2022,ACH,1/7/2022
RST,CN,755128114,CHI,1901857,88,PR,12/15/2021,RST,RAIL/PORT STORAGE,$825.00 ,$548.00 ,$825.00 ,12/20/2021,Y,"$2,022.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
PD,MSCSC,100001357935P,CHI,1901857,88,PR,1/13/2022,PD,PER DIEM CHARGES,"$2,570.00 ",$548.00 ,"$2,570.00 ",1/14/2022,Y,"$2,022.50 ",DJSTXIL,02/24/2022,ACH,1/14/2022
RST,CN,755129389,CHI,1901858,99,PR,12/16/2021,RST,RAIL/PORT STORAGE,$975.00 ,$618.75 ,$975.00 ,12/20/2021,Y,"$2,172.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
PD,MSCSC,100001377121P,CHI,1901858,99,PR,1/27/2022,PD,PER DIEM CHARGES,"$3,645.00 ",$618.75 ,"$3,645.00 ",1/28/2022,Y,"$2,172.50 ",DJSTXIL,03/03/2022,ACH,1/28/2022
RST,CN,755131254,CHI,1901859,88,PR,12/17/2021,RST,RAIL/PORT STORAGE,"$1,125.00 ",$616.50 ,"$1,125.00 ",12/20/2021,Y,"$2,347.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
PD,MSCSC,100001358643P,CHI,1901859,88,PR,1/13/2022,PD,PER DIEM CHARGES,"$1,280.00 ",$616.50 ,"$1,280.00 ",1/14/2022,Y,"$2,347.50 ",DJSTXIL,02/24/2022,ACH,1/14/2022
CHZ,TRACMO,10125411,CHI,1901859,88,PR,1/14/2022,CR,CHASSIS RENTAL,$408.75 ,$616.50 ,$408.75 ,1/18/2022,Y,"$2,347.50 ",DJSTXIL,02/22/2022,221657,1/18/2022
RST,CN,755122737,CHI,1901860,99,PR,12/10/2021,RST,RAIL/PORT STORAGE,$450.00 ,$691.50 ,$450.00 ,12/10/2021,Y,"$1,797.50 ",DJSTXIL,12/17/2021,221212,12/10/2021
YST,DELONG,001206,CHI,1901860,99,PR,1/4/2022,YST,YARD STORAGE CHARGES,$39.80 ,$691.50 ,$39.80 ,1/6/2022,Y,"$1,797.50 ",DJSTXIL,01/11/2022,221369,1/6/2022
PD,MSCSC,100001315485P,CHI,1901860,99,PR,1/4/2022,PD,PER DIEM CHARGES,$135.00 ,$691.50 ,$135.00 ,1/5/2022,Y,"$1,797.50 ",DJSTXIL,02/03/2022,ACH,1/5/2022
RST,CN,755122172,CHI,1901861,88,PR,12/10/2021,RST,RAIL/PORT STORAGE,$450.00 ,$718.50 ,$450.00 ,12/10/2021,Y,"$1,747.50 ",DJSTXIL,12/17/2021,221212,12/10/2021
YST,DELONG,001206,CHI,1901947,99,PR,1/4/2022,YST,YARD STORAGE CHARGES,$99.50 ,$840.90 ,$99.50 ,1/6/2022,Y,"$1,567.50 ",DJSTXIL,01/11/2022,221369,1/6/2022
PD,HAPAGA,2120502726,CHI,1901947,99,PR,1/10/2022,PD,PER DIEM CHARGES,$160.00 ,$840.90 ,$160.00 ,1/10/2022,Y,"$1,567.50 ",DJSTXIL,02/03/2022,ACH,1/10/2022
CHZ,TRACMO,10125411,CHI,1901947,99,PR,1/14/2022,CR,CHASSIS RENTAL,$245.25 ,$840.90 ,$245.25 ,1/18/2022,Y,"$1,567.50 ",DJSTXIL,02/22/2022,221657,1/18/2022
RST,CN,755123565,CHI,1902027,99,PR,12/11/2021,RST,RAIL/PORT STORAGE,$750.00 ,$671.50 ,$750.00 ,12/13/2021,Y,"$2,072.50 ",DJSTXIL,12/17/2021,221212,12/13/2021
CHZ,FLEMA,15Z14057893,CHI,1902027,99,PR,1/29/2022,CR,CHASSIS RENTAL,$380.00 ,$671.50 ,$380.00 ,3/1/2022,Y,"$2,072.50 ",DJSTXIL,03/01/2022,221693,3/1/2022
PD,MSCSC,100001327692P,CHI,1902027,99,PR,1/5/2022,PD,PER DIEM CHARGES,$270.00 ,$671.50 ,$270.00 ,1/7/2022,Y,"$2,072.50 ",DJSTXIL,02/03/2022,ACH,1/7/2022
RST,CN,755124639,CHI,1902028,99,PR,12/12/2021,RST,RAIL/PORT STORAGE,$825.00 ,$591.50 ,$825.00 ,12/13/2021,Y,"$2,022.50 ",DJSTXIL,12/17/2021,221212,12/13/2021
RST,CN,755152864,CHI,1902028,99,PR,1/4/2022,RST,RAIL/PORT STORAGE,$125.00 ,$591.50 ,$125.00 ,1/4/2022,Y,"$2,022.50 ",DJSTXIL,01/11/2022,221372,1/4/2022
CHZ,DIRECT,DZZZ2169650,CHI,1902028,99,PR,12/17/2021,CR,CHASSIS RENTAL,$18.00 ,$591.50 ,$18.00 ,12/27/2021,Y,"$2,022.50 ",DJSTXIL,01/04/2022,221302,12/27/2021
PD,MSCSC,100001334358P,CHI,1902028,99,PR,1/5/2022,PD,PER DIEM CHARGES,"$1,095.00 ",$591.50 ,"$1,095.00 ",1/7/2022,Y,"$2,022.50 ",DJSTXIL,02/03/2022,ACH,1/7/2022
RST,CN,755122453,CHI,1902029,99,PR,12/10/2021,RST,RAIL/PORT STORAGE,$450.00 ,$716.50 ,$450.00 ,12/10/2021,Y,"$1,797.50 ",DJSTXIL,12/17/2021,221212,12/10/2021
YST,DELONG,001276,CHI,1902029,99,PR,2/2/2022,YST,YARD STORAGE CHARGES,$12.04 ,$716.50 ,$12.04 ,2/8/2022,Y,"$1,797.50 ",DJSTXIL,02/09/2022,221575,2/8/2022
CHZ,DIRECT,DZZZ2169650,CHI,1902029,99,PR,12/17/2021,CR,CHASSIS RENTAL,$18.00 ,$716.50 ,$18.00 ,12/27/2021,Y,"$1,797.50 ",DJSTXIL,01/04/2022,221302,12/27/2021
MNR,DIRECT,RS00016227,CHI,1902029,99,PR,12/14/2021,MR,M&R,$619.00 ,$716.50 ,$619.00 ,12/20/2021,Y,"$1,797.50 ",DJSTXIL,01/11/2022,221367,12/20/2021
PD,MSCSC,100001377126P,CHI,1902029,99,PR,1/27/2022,PD,PER DIEM CHARGES,"$4,505.00 ",$716.50 ,"$4,505.00 ",1/28/2022,Y,"$1,797.50 ",DJSTXIL,03/03/2022,ACH,1/28/2022
RST,CN,755130763,CHI,1902030,99,PR,12/17/2021,RST,RAIL/PORT STORAGE,$900.00 ,$641.50 ,$900.00 ,12/20/2021,Y,"$2,097.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
PD,MSCSC,100001404386P,CHI,1902030,99,PR,2/7/2022,PD,PER DIEM CHARGES,"$4,935.00 ",$641.50 ,"$4,935.00 ",2/8/2022,Y,"$2,097.50 ",DJSTXIL,03/15/2022,ACH,2/8/2022
RST,CN,755122364,CHI,1902031,88,PR,12/10/2021,RST,RAIL/PORT STORAGE,$450.00 ,$666.50 ,$450.00 ,12/10/2021,Y,"$1,747.50 ",DJSTXIL,12/17/2021,221212,12/10/2021
PD,MSCSC,100001342354P,CHI,1902031,88,PR,1/7/2022,PD,PER DIEM CHARGES,"$1,495.00 ",$666.50 ,"$1,495.00 ",1/10/2022,Y,"$1,747.50 ",DJSTXIL,02/24/2022,ACH,1/10/2022
RST,CN,755129691,CHI,1902032,88,PR,12/16/2021,RST,RAIL/PORT STORAGE,"$2,400.00 ",$616.50 ,"$2,400.00 ",12/20/2021,Y,"$3,672.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
PD,MSCSC,100001342356P,CHI,1902032,88,PR,1/7/2022,PD,PER DIEM CHARGES,$540.00 ,$616.50 ,$540.00 ,1/10/2022,Y,"$3,672.50 ",DJSTXIL,02/24/2022,ACH,1/10/2022
RST,CN,755120922,CHI,1902033,99,PR,12/10/2021,RST,RAIL/PORT STORAGE,$450.00 ,$767.50 ,$450.00 ,12/10/2021,Y,"$1,916.25 ",DJSTXIL,12/17/2021,221212,12/10/2021
YST,DELONG,001206,CHI,1902033,99,PR,1/4/2022,YST,YARD STORAGE CHARGES,$39.80 ,$767.50 ,$39.80 ,1/6/2022,Y,"$1,916.25 ",DJSTXIL,01/11/2022,221369,1/6/2022
CHZ,DIRECT,DZZZ2173510,CHI,1902033,99,PR,12/23/2021,CR,CHASSIS RENTAL,$18.00 ,$767.50 ,$18.00 ,12/27/2021,Y,"$1,916.25 ",DJSTXIL,01/11/2022,221361,12/27/2021
PD,MSCSC,100001357936P,CHI,1902033,99,PR,1/13/2022,PD,PER DIEM CHARGES,"$2,785.00 ",$767.50 ,"$2,785.00 ",1/14/2022,Y,"$1,916.25 ",DJSTXIL,02/24/2022,ACH,1/14/2022
RST,CN,755134040,CHI,1902034,99,PR,12/19/2021,RST,RAIL/PORT STORAGE,$525.00 ,$907.25 ,$525.00 ,12/20/2021,Y,"$1,722.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
PD,MSCSC,100001408710P,CHI,1902034,99,PR,2/8/2022,PD,PER DIEM CHARGES,"$5,365.00 ",$907.25 ,"$5,365.00 ",2/10/2022,Y,"$1,722.50 ",DJSTXIL,,,2/10/2022
RST,CN,755131311,CHI,1902035,99,PR,12/17/2021,RST,RAIL/PORT STORAGE,"$2,400.00 ",$621.50 ,"$2,400.00 ",12/20/2021,Y,"$3,672.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
CHZ,FLEMA,15Z14057893,CHI,1902035,99,PR,1/29/2022,CR,CHASSIS RENTAL,$688.75 ,$621.50 ,$688.75 ,3/1/2022,Y,"$3,672.50 ",DJSTXIL,03/01/2022,221693,3/1/2022
CHZ,FLEMA,15Z14057893-SP1,CHI,1902035,99,PR,2/15/2022,CR,CHASSIS RENTAL,$55.25 ,$621.50 ,$55.25 ,3/7/2022,Y,"$3,672.50 ",DJSTXIL,03/08/2022,221746,3/7/2022
CHZ,FLEMA,15Z14066533,CHI,1902035,99,PR,2/28/2022,CR,CHASSIS RENTAL,$364.00 ,$621.50 ,$364.00 ,3/16/2022,Y,"$3,672.50 ",DJSTXIL,03/23/2022,221852,3/16/2022
PD,MSCSC,100001397069P,CHI,1902035,99,PR,2/3/2022,PD,PER DIEM CHARGES,"$4,720.00 ",$621.50 ,"$4,720.00 ",2/4/2022,Y,"$3,672.50 ",DJSTXIL,03/15/2022,ACH,2/4/2022
RST,CN,755131081,CHI,1902036,99,PR,12/17/2021,RST,RAIL/PORT STORAGE,"$1,125.00 ",$616.50 ,"$1,125.00 ",12/20/2021,Y,"$2,347.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
PD,MSCSC,100001389462P,CHI,1902036,99,PR,2/1/2022,PD,PER DIEM CHARGES,"$3,430.00 ",$616.50 ,"$3,430.00 ",2/2/2022,Y,"$2,347.50 ",DJSTXIL,03/15/2022,ACH,2/2/2022
RST,CN,755129536,CHI,1902037,99,PR,12/16/2021,RST,RAIL/PORT STORAGE,$975.00 ,$889.50 ,$975.00 ,12/20/2021,Y,"$2,172.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
CHZ,FLEMA,15Z14057893,CHI,1902037,99,PR,1/29/2022,CR,CHASSIS RENTAL,$736.25 ,$889.50 ,$736.25 ,3/1/2022,Y,"$2,172.50 ",DJSTXIL,03/01/2022,221693,3/1/2022
CHZ,FLEMA,15Z14057893-SP1,CHI,1902037,99,PR,2/15/2022,CR,CHASSIS RENTAL,$55.25 ,$889.50 ,$55.25 ,3/7/2022,Y,"$2,172.50 ",DJSTXIL,03/08/2022,221746,3/7/2022
CHZ,FLEMA,15Z14066533,CHI,1902037,99,PR,2/28/2022,CR,CHASSIS RENTAL,$224.00 ,$889.50 ,$224.00 ,3/16/2022,Y,"$2,172.50 ",DJSTXIL,03/23/2022,221852,3/16/2022
PD,MSCSC,100001389464P,CHI,1902037,99,PR,2/1/2022,PD,PER DIEM CHARGES,"$4,290.00 ",$889.50 ,"$4,290.00 ",2/2/2022,Y,"$2,172.50 ",DJSTXIL,03/15/2022,ACH,2/2/2022
RST,CN,755130207,CHI,1902038,88,PR,12/16/2021,RST,RAIL/PORT STORAGE,$675.00 ,$618.75 ,$675.00 ,12/20/2021,Y,"$1,872.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
PD,MSCSC,100001377124P,CHI,1902038,88,PR,1/27/2022,PD,PER DIEM CHARGES,"$3,645.00 ",$618.75 ,"$3,645.00 ",1/28/2022,Y,"$1,872.50 ",DJSTXIL,03/03/2022,ACH,1/28/2022
RST,CN,755132436,CHI,1902039,88,PR,12/18/2021,RST,RAIL/PORT STORAGE,$450.00 ,"$1,076.00 ",$450.00 ,12/20/2021,Y,"$2,052.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
CHZ,DIRECT,DZZZ2178408,CHI,1902039,88,PR,12/30/2021,CR,CHASSIS RENTAL,$18.00 ,"$1,076.00 ",$18.00 ,1/3/2022,Y,"$2,052.50 ",DJSTXIL,01/11/2022,221361,1/3/2022
CHZ,TRACMO,10125411,CHI,1902039,88,PR,1/14/2022,CR,CHASSIS RENTAL,$190.75 ,"$1,076.00 ",$190.75 ,1/18/2022,Y,"$2,052.50 ",DJSTXIL,02/22/2022,221657,1/18/2022
RST,CN,755130738,CHI,1902040,99,PR,12/17/2021,RST,RAIL/PORT STORAGE,"$1,950.00 ",$616.50 ,"$1,950.00 ",12/20/2021,Y,"$3,377.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
PD,COSCNJ,HOU00048942,CHI,1902040,99,PR,1/17/2022,PD,PER DIEM CHARGES,"$4,045.00 ",$616.50 ,"$4,045.00 ",1/17/2022,Y,"$3,377.50 ",DJSTXIL,02/16/2022,ACH,1/17/2022
CHZ,DIRECT,DZZZ2194012,CHI,1902040,99,PR,1/21/2022,CR,CHASSIS RENTAL,$522.00 ,$616.50 ,$522.00 ,1/25/2022,Y,"$3,377.50 ",DJSTXIL,02/09/2022,221571,1/25/2022
RST,CN,755132509,CHI,1902041,99,PR,12/18/2021,RST,RAIL/PORT STORAGE,$675.00 ,"$1,314.50 ",$675.00 ,12/20/2021,Y,"$3,200.00 ",DJSTXIL,12/28/2021,221283,12/20/2021
PD,COSCNJ,HOU00048942,CHI,1902041,99,PR,1/17/2022,PD,PER DIEM CHARGES,"$3,865.00 ","$1,314.50 ","$3,865.00 ",1/17/2022,Y,"$3,200.00 ",DJSTXIL,02/16/2022,ACH,1/17/2022
CHZ,DIRECT,DZZZ2194012,CHI,1902041,99,PR,1/21/2022,CR,CHASSIS RENTAL,$504.00 ,"$1,314.50 ",$504.00 ,1/25/2022,Y,"$3,200.00 ",DJSTXIL,02/09/2022,221571,1/25/2022
RST,CN,755131612,CHI,1902042,88,PR,12/18/2021,RST,RAIL/PORT STORAGE,$675.00 ,$716.50 ,$675.00 ,12/20/2021,Y,"$2,277.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
PD,COSCNJ,HOU00052154,CHI,1902042,88,PR,1/23/2022,PD,PER DIEM CHARGES,"$4,765.00 ",$716.50 ,"$4,765.00 ",1/24/2022,Y,"$2,277.50 ",DJSTXIL,02/24/2022,ACH,1/24/2022
YST,DELONG,001276,CHI,1902042,88,PR,2/2/2022,YST,YARD STORAGE CHARGES,$24.08 ,$716.50 ,$24.08 ,2/8/2022,Y,"$2,277.50 ",DJSTXIL,02/09/2022,221575,2/8/2022
CHZ,DIRECT,DZZZ2200080,CHI,1902042,88,PR,1/28/2022,CR,CHASSIS RENTAL,$576.00 ,$716.50 ,$576.00 ,2/1/2022,Y,"$2,277.50 ",DJSTXIL,02/16/2022,221594,2/1/2022
RST,CN,755134241,CHI,1902043,88,PR,12/19/2021,RST,RAIL/PORT STORAGE,$525.00 ,$618.45 ,$525.00 ,12/20/2021,Y,"$1,902.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
PD,COSCNJ,HOU00052154,CHI,1902043,88,PR,1/23/2022,PD,PER DIEM CHARGES,"$4,765.00 ",$618.45 ,"$4,765.00 ",1/24/2022,Y,"$1,902.50 ",DJSTXIL,02/24/2022,ACH,1/24/2022
CHZ,DIRECT,DZZZ2183629,CHI,1902043,88,PR,1/7/2022,CR,CHASSIS RENTAL,$18.00 ,$618.45 ,$18.00 ,1/10/2022,Y,"$1,902.50 ",DJSTXIL,01/18/2022,221450,1/10/2022
CHZ,DIRECT,DZZZ2200080,CHI,1902043,88,PR,1/28/2022,CR,CHASSIS RENTAL,$594.00 ,$618.45 ,$594.00 ,2/1/2022,Y,"$1,902.50 ",DJSTXIL,02/16/2022,221594,2/1/2022
RST,CN,755131137,CHI,1902281,88,PR,12/17/2021,RST,RAIL/PORT STORAGE,"$2,850.00 ",$691.50 ,"$2,850.00 ",12/20/2021,Y,"$4,272.50 ",DJSTXIL,12/28/2021,221283,12/20/2021
PD,MSCSC,100001377127P,CHI,1902281,88,PR,1/27/2022,PD,PER DIEM CHARGES,"$3,215.00 ",$691.50 ,"$3,215.00 ",1/28/2022,Y,"$4,272.50 ",DJSTXIL,03/03/2022,ACH,1/28/2022
RST,BNSIL,646627745,CHI,1902421,99,PR,12/17/2021,RST,RAIL/PORT STORAGE,$525.00 ,$615.90 ,$525.00 ,12/17/2021,Y,"$1,587.50 ",DJSTXIL,12/28/2021,221284,12/17/2021
CHZ,DIRECT,DCZZ2172586,CHI,1902421,99,PR,12/23/2021,CR,CHASSIS RENTAL,$47.50 ,$615.90 ,$47.50 ,12/27/2021,Y,"$1,587.50 ",DJSTXIL,01/11/2022,221361,12/27/2021
RST,BNSIL,646627047,CHI,1902422,88,PR,12/17/2021,RST,RAIL/PORT STORAGE,$150.00 ,$640.90 ,$150.00 ,12/17/2021,Y,"$1,187.50 ",DJSTXIL,12/28/2021,221284,12/17/2021
CHZ,DIRECT,DCZZ2176651,CHI,1902422,88,PR,12/29/2021,CR,CHASSIS RENTAL,$166.25 ,$640.90 ,$166.25 ,3/18/2022,Y,"$1,187.50 ",DJSTXIL,03/18/2022,221819,3/18/2022
PD,MSCSC,100001335779P,CHI,1902422,88,PR,1/5/2022,PD,PER DIEM CHARGES,$405.00 ,$640.90 ,$405.00 ,1/7/2022,Y,"$1,187.50 ",DJSTXIL,02/03/2022,ACH,1/7/2022
YST,DELONG,001138,CHI,1902548,88,PR,12/15/2021,YST,YARD STORAGE CHARGES,$30.30 ,$718.36 ,$30.30 ,2/8/2022,Y,"$1,607.50 ",DJSTXIL,12/28/2021,221266,2/8/2022
CHZ,DIRECT,DZZZ2205881,CHI,1902548,88,PR,2/4/2022,CR,CHASSIS RENTAL,$522.00 ,$718.36 ,$522.00 ,2/7/2022,Y,"$1,607.50 ",DJSTXIL,02/22/2022,221654,2/7/2022
PD,HYUNSTX,UST2212472D01,CHI,1902548,88,PR,1/21/2022,PD,PER DIEM CHARGES,"$4,285.00 ",$718.36 ,"$4,285.00 ",1/21/2022,Y,"$1,607.50 ",DJSTXIL,02/01/2022,221545,1/21/2022
RST,UPRC,317410855,CHI,1902548,88,PR,12/27/2021,RST,RAIL/PORT STORAGE,$140.00 ,$718.36 ,$140.00 ,12/28/2021,Y,"$1,607.50 ",DJSTXIL,01/11/2022,221373,12/28/2021
CHZ,DIRECT,DZZZ2205881,CHI,1902549,88,PR,2/4/2022,CR,CHASSIS RENTAL,$558.00 ,$643.36 ,$558.00 ,2/7/2022,Y,"$1,185.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
PD,HYUNSTX,UST2212808D01,CHI,1902549,88,PR,1/24/2022,PD,PER DIEM CHARGES,"$4,775.00 ",$643.36 ,"$4,775.00 ",1/25/2022,Y,"$1,185.00 ",DJSTXIL,02/01/2022,221545,1/25/2022
CHZ,DIRECT,DZZZ2205881,CHI,1902550,88,PR,2/4/2022,CR,CHASSIS RENTAL,$576.00 ,$643.36 ,$576.00 ,2/7/2022,Y,"$1,350.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
PD,HYUNSTX,UST2212472D01,CHI,1902550,88,PR,1/21/2022,PD,PER DIEM CHARGES,"$4,285.00 ",$643.36 ,"$4,285.00 ",1/21/2022,Y,"$1,350.00 ",DJSTXIL,02/01/2022,221545,1/21/2022
YST,DELONG,001138,CHI,1902551,99,PR,12/15/2021,YST,YARD STORAGE CHARGES,$30.30 ,$740.90 ,$30.30 ,2/8/2022,Y,"$1,600.00 ",DJSTXIL,12/28/2021,221266,2/8/2022
CHZ,DIRECT,DZZZ2200080,CHI,1902551,99,PR,1/28/2022,CR,CHASSIS RENTAL,$342.00 ,$740.90 ,$342.00 ,2/1/2022,Y,"$1,600.00 ",DJSTXIL,02/16/2022,221594,2/1/2022
PD,HYUNSTX,UST2211070D01,CHI,1902551,99,PR,1/11/2022,PD,PER DIEM CHARGES,"$1,835.00 ",$740.90 ,"$1,835.00 ",1/12/2022,Y,"$1,600.00 ",DJSTXIL,01/25/2022,221505,1/12/2022
RST,UPRC,317413350,CHI,1902551,99,PR,12/27/2021,RST,RAIL/PORT STORAGE,$140.00 ,$740.90 ,$140.00 ,12/28/2021,Y,"$1,600.00 ",DJSTXIL,01/11/2022,221373,12/28/2021
PD,SMLINE,LGT039603,CHI,1902552,99,PR,3/4/2022,PD,PER DIEM CHARGES,"$2,840.00 ",$768.36 ,"$2,840.00 ",3/7/2022,Y,"$1,435.00 ",DJSTXIL,03/15/2022,221799,3/7/2022
CHZ,TRACMO,10140371,CHI,1902552,99,PR,3/10/2022,CR,CHASSIS RENTAL,$708.50 ,$768.36 ,$708.50 ,3/23/2022,Y,"$1,435.00 ",DJSTXIL,,,3/23/2022
PD,SMLINE,LGT038402,CHI,1902553,99,PR,2/9/2022,PD,PER DIEM CHARGES,"$1,080.00 ",$965.36 ,"$1,080.00 ",2/10/2022,Y,"$2,190.00 ",DJSTXIL,02/22/2022,221652,2/10/2022
CHZ,TRACMO,10133092,CHI,1902553,99,PR,2/10/2022,CR,CHASSIS RENTAL,$436.00 ,$965.36 ,$436.00 ,2/16/2022,Y,"$2,190.00 ",DJSTXIL,03/29/2022,221891,2/16/2022
RST,CN,755165239,CHI,1902612,99,PR,1/12/2022,RST,RAIL/PORT STORAGE,"$1,950.00 ",$718.36 ,"$1,950.00 ",1/12/2022,Y,"$3,485.00 ",DJSTXIL,01/18/2022,221441,1/12/2022
PD,SMLINE,LGT038319,CHI,1902612,99,PR,2/4/2022,PD,PER DIEM CHARGES,"$1,560.00 ",$718.36 ,"$1,560.00 ",2/4/2022,Y,"$3,485.00 ",DJSTXIL,02/22/2022,221652,2/4/2022
CHZ,DIRECT,DZZZ2205881,CHI,1902776,99,PR,2/4/2022,CR,CHASSIS RENTAL,$630.00 ,$643.36 ,$630.00 ,2/7/2022,Y,"$1,185.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
PD,HYUNSTX,UST2212827D01,CHI,1902776,99,PR,1/24/2022,PD,PER DIEM CHARGES,"$5,925.00 ",$643.36 ,"$5,925.00 ",1/25/2022,Y,"$1,185.00 ",DJSTXIL,02/01/2022,221545,1/25/2022
CHZ,DIRECT,DZZZ2205881,CHI,1902777,99,PR,2/4/2022,CR,CHASSIS RENTAL,$612.00 ,$640.90 ,$612.00 ,2/7/2022,Y,"$1,185.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
