Div ,Carrier ID ,Carrier Ref ,Term,RecNo ,SStat ,MStat,Adj Date ,Adj Code,  -  Desc ,Adj Amt,Deduct Amt,Sett Amt,ToBe Paid ,B ,Bill Amt ,Billed To ,SPaid ,Check #,Recog
CHZ,DIRECT,DZZZ2212198,CHI,1905438,99,PR,2/11/2022,CR,CHASSIS RENTAL,$36.00 ,"$1,371.87 ",$36.00 ,3/18/2022,Y,"$2,694.25 ",DJSTXIL,03/18/2022,221819,3/18/2022
PD,MSCSC,100001486860P,CHI,1905438,99,PR,3/4/2022,PD,PER DIEM CHARGES,"$3,645.00 ","$1,371.87 ","$3,645.00 ",3/7/2022,Y,"$2,694.25 ",DJSTXIL,,,3/7/2022
CHZ,DIRECT,DZZZ2205881,CHI,1905470,99,PR,2/4/2022,CR,CHASSIS RENTAL,$36.00 ,$969.04 ,$36.00 ,2/7/2022,Y,"$2,403.00 ",DJSTXIL,02/22/2022,221654,2/7/2022
PD,MSCSC,100001462149P,CHI,1905470,99,PR,2/24/2022,PD,PER DIEM CHARGES,"$1,495.00 ",$969.04 ,"$1,495.00 ",2/28/2022,Y,"$2,403.00 ",DJSTXIL,,,2/28/2022
RST,CN,755195871,CHI,1905484,99,PR,2/3/2022,RST,RAIL/PORT STORAGE,$150.00 ,$902.87 ,$150.00 ,2/3/2022,Y,"$2,633.00 ",DJSTXIL,02/09/2022,221566,2/3/2022
CHZ,TRACMO,10140371,CHI,1905486,99,PR,3/10/2022,CR,CHASSIS RENTAL,$572.25 ,$900.60 ,$572.25 ,3/23/2022,Y,"$2,458.00 ",DJSTXIL,,,3/23/2022
CHZ,DIRECT,DZZZ2218383,CHI,1905487,99,PR,2/18/2022,CR,CHASSIS RENTAL,$396.00 ,$650.76 ,$396.00 ,2/24/2022,Y,"$1,185.00 ",DJSTXIL,03/08/2022,221745,2/24/2022
PD,HYUNSTX,UST2221894D01,CHI,1905487,99,PR,2/14/2022,PD,PER DIEM CHARGES,"$2,740.00 ",$650.76 ,"$2,740.00 ",2/14/2022,Y,"$1,185.00 ",DJSTXIL,03/08/2022,221739,2/14/2022
CHZ,DIRECT,DZZZ2224493,CHI,1905488,99,PR,2/25/2022,CR,CHASSIS RENTAL,$468.00 ,$978.61 ,$468.00 ,3/10/2022,Y,"$2,190.00 ",DJSTXIL,03/15/2022,221803,3/10/2022
PD,HYUNSTX,UST2222492D01,CHI,1905488,99,PR,2/16/2022,PD,PER DIEM CHARGES,"$3,720.00 ",$978.61 ,"$3,720.00 ",2/16/2022,Y,"$2,190.00 ",DJSTXIL,03/08/2022,221739,2/16/2022
CHZ,DIRECT,DZZZ2218383,CHI,1905489,99,PR,2/18/2022,CR,CHASSIS RENTAL,$396.00 ,$965.82 ,$396.00 ,2/24/2022,Y,"$2,495.00 ",DJSTXIL,03/08/2022,221745,2/24/2022
PD,HYUNSTX,UST2221894D01,CHI,1905489,99,PR,2/14/2022,PD,PER DIEM CHARGES,"$2,740.00 ",$965.82 ,"$2,740.00 ",2/14/2022,Y,"$2,495.00 ",DJSTXIL,03/08/2022,221739,2/14/2022
RST,UPRC,317841546,CHI,1905489,99,PR,1/21/2022,RST,RAIL/PORT STORAGE,$280.00 ,$965.82 ,$280.00 ,1/21/2022,Y,"$2,495.00 ",DJSTXIL,01/25/2022,221507,1/21/2022
YST,DELONG,001341,CHI,1905490,99,PR,3/4/2022,YST,YARD STORAGE CHARGES,$27.76 ,"$1,065.82 ",$27.76 ,3/8/2022,Y,"$2,390.00 ",DJSTXIL,03/08/2022,221743,3/8/2022
CHZ,DIRECT,DZZZ2224493,CHI,1905490,99,PR,2/25/2022,CR,CHASSIS RENTAL,$468.00 ,"$1,065.82 ",$468.00 ,3/10/2022,Y,"$2,390.00 ",DJSTXIL,03/15/2022,221803,3/10/2022
PD,HYUNSTX,UST2222493D01,CHI,1905490,99,PR,2/16/2022,PD,PER DIEM CHARGES,"$3,720.00 ","$1,065.82 ","$3,720.00 ",2/16/2022,Y,"$2,390.00 ",DJSTXIL,03/08/2022,221739,2/16/2022
CHZ,DIRECT,DZZZ2212198,CHI,1905751,99,PR,2/11/2022,CR,CHASSIS RENTAL,$126.00 ,$896.32 ,$126.00 ,2/15/2022,Y,"$2,458.00 ",DJSTXIL,03/01/2022,221692,2/15/2022
PD,COSCNJ,HOU00063380,CHI,1905752,99,PR,2/24/2022,PD,PER DIEM CHARGES,"$1,080.00 ",$622.87 ,"$1,080.00 ",2/24/2022,Y,"$1,319.00 ",DJSTXIL,,,2/24/2022
CHZ,DIRECT,DZZZ2224493,CHI,1905752,99,PR,2/25/2022,CR,CHASSIS RENTAL,$306.00 ,$622.87 ,$306.00 ,3/10/2022,Y,"$1,319.00 ",DJSTXIL,03/15/2022,221803,3/10/2022
PD,COSCNJ,HOU00064601,CHI,1905753,99,PR,3/2/2022,PD,PER DIEM CHARGES,"$1,800.00 ",$953.22 ,"$1,800.00 ",3/7/2022,Y,"$2,190.00 ",DJSTXIL,,,3/7/2022
CHZ,DIRECT,DZZZ2228639,CHI,1905753,99,PR,3/4/2022,CR,CHASSIS RENTAL,$378.00 ,$953.22 ,$378.00 ,3/11/2022,Y,"$2,190.00 ",DJSTXIL,03/16/2022,221813,3/11/2022
