RECNO,BILLTOID,BILLTO,PICKUPDATE,SCHEDPUTIME,BOLNUMBER,CUST_REF,Container No,TERMINAL
1912824,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,2359,MAEUS00587868,,AMFU877684,ATL
1911615,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SGN1422093,,APHU673653,DAL
1910291,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,CMDUGGZ1627248,,APHU702200,CHI
1910290,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/18/2022,2359,CMDUGGZ1627342,14437216,APHU641129,CHI
1913490,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,CMDUGGZ1652613,,APHU665958,CHI
1910720,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,CMDUSEL1307322,14440378,APHU730931,CHI
1911781,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880108C,,APHU640836,DAL
1910306,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/10/2022,2359,CMDUSEL1307327,14387802,APZU476865,CHI
1912854,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC30011403,,BEAU533129,DIT
1912231,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSEL2F7048701,,BEAU632297,DIT
1912230,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSEL2F7048702,,BEAU628352,DIT
1913494,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,AYN0921190,,BEAU467796,ATL
1912853,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC30011404,,BEAU529317,DIT
1912855,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC30011403,,BEAU543691,DIT
1912856,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,2359,ONEYSGNC35820700,,BEAU545985,DIT
1912857,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSGNC22274600,,BEAU547536,DIT
1912858,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC30011403,,BEAU547994,DIT
1913381,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,CMDUGGZ1638439,,BEAU561805,CHI
1911937,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/19/2022,2359,THD0880169B,14439184,BEAU562521,ATL
1913466,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC32525920,,BEAU544273,CHI
1911749,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,THD0880155A,14445349,BEAU404428,ATL
1911750,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,THD0880158H,14445360,BEAU410070,ATL
1911751,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,THD0880157C,14445373,BEAU539476,ATL
1911608,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,AYN0913119,,BEAU413253,DAL
1913613,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6326722170,,BEAU602208,DAL
1912090,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,2359,AYN0913118,,BEAU597087,CHI
1908550,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/9/2022,2359,ONEYSZPBBH047503,14437219,BEAU526201,DIT
1912093,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,ONEYHANC00756400,,BEAU536031,CHI
1910691,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,ONEYSZPC06462305,14425284,BEAU550243,DIT
1912127,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885827A,,BEAU402237,DAL
1911858,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/18/2022,2359,ONEYLCBC01723900,14432215,BEAU548752,DIT
1913388,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYHANC09489900,,BEAU535886,CHI
1912757,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885794,,BEAU630180,DAL
1912745,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885794,,BEAU612010,DAL
1912744,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885783,,BEAU595521,DAL
1912743,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885794,,BEAU563903,DAL
1912377,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC24682700,14453375,BEAU537727,CHI
1912727,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880123A,,BEAU563140,DAL
1912710,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSZPC40974900,,BEAU551084,CHI
1910927,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,AYN0901983A,,BEAU413213,CHI
1910958,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/19/2022,2359,THD0880171G,14439183,BEAU407787,ATL
1911692,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/18/2022,2359,,14433213,BEAU576344,DAL
1912692,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSZP2M0790200,,BEAU628850,CHI
1908604,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/2/2022,2359,ONEYSZPBW8273902,14439486,BEAU533347,CHI
1913467,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSZPC51793300,,BEAU551645,CHI
1910763,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,HDMUSELM44082800,14440625,BHCU499475,CHI
1910116,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM45830200,,BMOU412149,CHI
1913304,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM23663500,,BMOU431745,CHI
1910292,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,CMDUGGZ1627249,,BMOU586861,CHI
1910117,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM65881546,,BMOU412700,CHI
1910121,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,HDMUSELM01881600,14443524,BMOU517431,CHI
1913129,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM32086600,,BMOU521277,CHI
1909829,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,HDMULCHM88713414,14428780,BMOU516723,CHI
1910286,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321102310,,BMOU484530,CHI
1911376,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165800,,BMOU414360,CHI
1913302,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM86770100,,BMOU413516,CHI
1911378,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165802,,BMOU519463,CHI
1907910,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/17/2022,2359,HDMULCHM34572778,14346373,BMOU522579,CHI
1911377,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165800,,BMOU517880,CHI
1907909,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/17/2022,2359,HDMULCHM84032803,14346168,BMOU517213,CHI
1913303,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM94035100,,BMOU413863,CHI
1907908,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMULCHM08899000,14377051,BMOU463944,CHI
1907907,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM34572738,14374433,BMOU522519,CHI
1912711,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM60807800,,BMOU515541,CHI
1911752,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,THD0880158B,14445374,BMOU585972,ATL
1910120,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,HDMUSELM25264500,14444029,BMOU463398,CHI
1912232,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSEL2F7048701,,BMOU493337,DIT
1912759,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885794,,BMOU642469,DAL
1910122,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM65881500,,BMOU518711,CHI
1910119,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782900,,BMOU425485,CHI
1913126,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM04612300,,BMOU412114,CHI
1912758,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885787,,BMOU640764,DAL
1910118,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782900,,BMOU413665,CHI
1913127,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM51085400,,BMOU412125,CHI
1911087,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/9/2022,2359,HDMULCHM54604000,14391370,BMOU457994,CHI
1911617,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SGN1430498,,BMOU549175,DAL
1913128,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02958400,,BMOU469221,CHI
1912728,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880124,,BMOU610188,DAL
1912311,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,ONEYSZPC10229600,,BMOU493698,CHI
1911379,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165802,,BMOU520218,CHI
1913306,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02719900,,BSIU921099,CHI
1913309,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM37262800,,BSIU993876,CHI
1913130,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM06642400,,BSIU918407,CHI
1913131,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM22435600,,BSIU923523,CHI
1912859,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC06893800,,BSIU965506,DIT
1910931,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM21231300,,BSIU962798,CHI
1911380,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165804,,BSIU953952,CHI
1908551,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/9/2022,2359,ONEYSZPBBH047502,14439377,BSIU810004,DIT
1913308,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM15680100,,BSIU991224,CHI
1913305,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM84127100,,BSIU919456,CHI
1913132,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02547600,,BSIU931126,CHI
1913133,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM10283800,,BSIU934189,CHI
1913134,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM06642400,,BSIU994137,CHI
1913307,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM18530800,,BSIU926708,CHI
1913157,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,CMDUGGZ1647036,,BSIU809058,CHI
1913379,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYHANC07401500,,BSIU965744,CHI
1912094,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,HDMUSZPM38909600,,BSIU991713,CHI
1910138,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM57282400,,BSIU992112,CHI
1909818,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/19/2022,2359,MAEUS00563352,14446856,BSIU808830,ATL
1910137,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM57282400,14518022,BSIU963217,CHI
1910136,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM66739000,,BSIU962983,CHI
1910135,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,HDMUSELM25264500,,BSIU946370,CHI
1910134,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,HDMUSELM08782901,,BSIU933634,CHI
1913378,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYHANC07401500,,BSIU962592,CHI
1910139,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782901,,BSIU993984,CHI
1910133,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/26/2022,2359,HDMUSELM08782901,,BSIU933509,CHI
1912306,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/22/2022,2359,HDMUSGNM79013413,14435376,BSIU991583,CHI
1913383,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,CMDUGGZ1647028,,BSIU808066,CHI
1910125,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM95902800,,BSIU929195,CHI
1910124,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM01881600,,BSIU926393,CHI
1910123,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM89546306,,BSIU922564,CHI
1910083,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/5/2022,2359,HDMUSZPM22374400,14401463,BSIU920645,DIT
1911795,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,ONEYHANB92967400,14429844,BSIU981881,CHI
1910602,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/16/2022,2359,HDMUSZPM29428600,14425280,BSIU919845,DIT
1907672,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM91151300,14366515,BSIU993970,CHI
1910141,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM62611200,,BSIU994831,CHI
1910140,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM01881600,,BSIU994810,CHI
1907906,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/17/2022,2359,HDMULCHM66083900,14346374,BSIU923248,CHI
1910517,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/7/2022,2359,HDMULCHM33925600,14391768,BSIU919623,CHI
1907898,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/2/2022,2359,HDMULCHM23694900,14377959,BSIU991889,CHI
1907899,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMULCHM23694900,14378190,BSIU994194,CHI
1910617,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/10/2022,2359,ONEYPKGB97759900,14439384,CAAU517816,DIT
1907901,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/17/2022,2359,HDMULCHM10594600,14346378,CAAU514429,CHI
1913614,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6326693050,,CAAU612731,DAL
1911782,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0880112D,,CAAU604513,DAL
1913310,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM26163300,,CAAU513197,CHI
1911753,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,THD0880155C,14445376,CAAU606326,ATL
1911754,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,THD0880157A,14445377,CAAU619572,ATL
1911774,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/19/2022,2359,THD0880171A,14439186,CAAU616823,ATL
1907900,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM34572748,14374535,CAAU504321,CHI
1912816,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM67935805,,CAAU512621,CHI
1912228,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,2359,THD0880168B,14439187,CAAU618995,ATL
1912128,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,THD0885827B,,CAAU596837,DAL
1907808,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/26/2022,2359,HDMULCHM14858300,14378191,CAAU514423,CHI
1913596,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM35654000,,CAIU983735,DIT
1913419,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSGNM49377904,,CAIU489795,CHI
1913595,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM04038900,,CAIU770888,DIT
1908020,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM40018300,14374613,CAIU748481,CHI
1908019,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/22/2022,2359,HDMULCHM34572738,14366731,CAIU743948,CHI
1908766,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMUSELM58947800,14402698,CAIU747752,ATL
1908021,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM3457270C,14366732,CAIU750292,CHI
1908022,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/19/2022,2359,HDMULCHM34572768,14366735,CAIU907745,CHI
1911796,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/15/2022,2359,HDMUSZPM72759200,14423624,CAIU434784,CHI
1911088,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/9/2022,2359,HDMULCHM50960100,14391372,CAIU743538,CHI
1910148,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM45830200,,CAIU730743,CHI
1910147,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM45830210,14462925,CAIU730207,CHI
1913631,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM64054400,,CAIU768922,CHI
1910144,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/25/2022,2359,HDMUSELM16605000,,CAIU491327,CHI
1910143,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782901,,CAIU490247,CHI
1908578,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSZP2L9094700,,CAIU423727,CHI
1910146,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,HDMUSELM57282400,,CAIU720193,CHI
1910142,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,HDMUSELM93329210,14450521,CAIU456535,CHI
1911447,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM25228900,,CAIU988093,CHI
1913317,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM61546519,,CAIU747567,CHI
1913534,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SWA0348642,,CAIU803191,CHI
1911381,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165800,,CAIU456617,CHI
1913322,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM87390900,,CAIU996860,CHI
1913321,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM16041601,,CAIU768809,CHI
1913320,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM33066000,,CAIU763926,CHI
1913319,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM61100900,,CAIU752998,CHI
1913318,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM61100900,,CAIU748126,CHI
1910703,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/4/2022,2359,HDMULCHM58338400,14391945,CAIU438704,CHI
1909830,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,HDMULCHM88713411,,CAIU983699,CHI
1913316,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02719900,,CAIU747493,CHI
1913315,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM26163300,,CAIU722714,CHI
1911374,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/15/2022,2359,HDMUSGNM97955106,14411293,CAIU740553,CHI
1911373,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/15/2022,2359,HDMUSGNM97955106,14411295,CAIU770564,CHI
1913314,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM18530800,,CAIU715577,CHI
1913313,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM18530800,,CAIU714871,CHI
1913312,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM18530800,,CAIU488917,CHI
1913311,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM98518600,,CAIU456419,CHI
1913594,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM41363200,,CAIU739536,DIT
1913428,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSZP2M1049700,,CAIU995439,CHI
1910149,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782900,,CAIU739745,CHI
1910150,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782901,,CAIU743609,CHI
1910151,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,HDMUSELM08782900,,CAIU748755,CHI
1908023,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/23/2022,2359,HDMULCHM3457270E,14371678,CAIU982552,CHI
1908024,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/22/2022,2359,HDMULCHM34572718,14370824,CAIU982814,CHI
1910100,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSEL2G1144600,,CAIU437695,CHI
1910152,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,HDMUSELM57282400,14439012,CAIU752220,CHI
1913427,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSZP2M1049700,,CAIU797885,CHI
1911382,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165803,,CAIU713444,CHI
1911446,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM74760000,,CAIU737470,CHI
1911441,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165803,,CAIU987806,CHI
1911808,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUKULM25338800,,CAIU996266,CHI
1911439,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165803,,CAIU984366,CHI
1911438,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165803,,CAIU763525,CHI
1911437,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165800,,CAIU738546,CHI
1913469,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC32525932,,CAIU946699,CHI
1913536,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM26238300,,CAIU752480,CHI
1910145,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,HDMUSELM76065500,14450327,CAIU713894,CHI
1910276,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,HDMUSELM01881600,,CAIU997008,CHI
1907904,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM66083900,14374545,CAIU713464,CHI
1907905,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM34572738,14374547,CAIU714971,CHI
1907911,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/17/2022,2359,HDMULCHM85942200,14346390,CAIU716655,CHI
1907912,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/19/2022,2359,HDMULCHM3457270A,14366516,CAIU718278,CHI
1907913,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/22/2022,2359,HDMULCHM34572748,14367266,CAIU719839,CHI
1907914,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM34572728,14366517,CAIU720237,CHI
1907915,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM3457270C,14374550,CAIU739637,CHI
1907916,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM34572708,14366730,CAIU740402,CHI
1907918,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMULCHM34572788,14378192,CAIU743702,CHI
1907903,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/17/2022,2359,HDMULCHM10594600,14346379,CAIU713070,CHI
1910275,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,HDMUSELM01881600,14443525,CAIU996523,CHI
1910274,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,HDMUSELM54128100,14450325,CAIU990270,CHI
1910273,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782901,,CAIU820979,CHI
1910272,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782901,,CAIU770840,CHI
1910271,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM65881511,,CAIU770772,CHI
1910270,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM25529533,,CAIU766704,CHI
1910269,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM36500914,,CAIU764189,CHI
1910268,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782900,,CAIU763666,CHI
1910267,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/22/2022,2359,HDMUSELM01881600,14427080,CAIU752582,CHI
1912940,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM35183800,,CAIU714925,CHI
1912945,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM44738300,,CAIU764047,CHI
1907817,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/1/2022,2359,HDMULCHM98545600,14378424,CAIU870233,CHI
1912693,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSZP2M0693400,,CAIU424379,CHI
1907809,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMULCHM38607500,14374549,CAIU720509,CHI
1907810,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM91137000,14366519,CAIU725522,CHI
1907811,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/23/2022,2359,HDMULCHM15612600,14346394,CAIU997775,CHI
1907812,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMULCHM13659000,14374611,CAIU739742,CHI
1907813,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/23/2022,2359,HDMULCHM87009300,14346391,CAIU740438,CHI
1907814,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/26/2022,2359,HDMULCHM68108901,14378193,CAIU748724,CHI
1907815,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM91584700,14366733,CAIU764151,CHI
1907816,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/1/2022,2359,HDMULCHM80494800,14378423,CAIU766977,CHI
1907902,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/22/2022,2359,HDMULCHM34572718,14370398,CAIU456646,CHI
