RECNO,BILLTOID,BILLTO,PICKUPDATE,SCHEDPUTIME,BOLNUMBER,CUST_REF,Container No,TERMINAL
1910234,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321135110,,FFAU358558,CHI
1910686,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/19/2022,2359,ONEYPKGC01988600,14440061,FFAU364010,DIT
1910566,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,HDMUSELM62611200,14439180,FSCU851093,CHI
1909969,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/30/2022,2359,COSU6323573750,14413592,FSCU883730,CHI
1910299,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,CMDUGGZ1627341,14444365,FSCU997556,CHI
1910258,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,COSU6321102310,14435370,FSCU880370,CHI
1912826,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSZP2M0683300,,FSCU994979,CHI
1913062,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,,,FSCU876233,DAL
1909904,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/14/2022,2359,COSU6323600060,14416683,FSCU514148,CHI
1909665,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,COSU6321236368,14416747,FSCU725991,CHI
1911444,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165800,,FSCU849739,CHI
1913548,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM13927300,,FSCU850299,CHI
1910300,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,CMDUGGZ1627339,14444363,FWRU13980,CHI
1912694,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SWA0348770,,FWRU13019,CHI
1908038,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/17/2022,2359,HDMULCHM34572708,14346487,GAOU633464,CHI
1911810,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUKULM03197900,,GAOU619862,CHI
1908039,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM34572758,14374614,GAOU635652,CHI
1908144,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/22/2022,2359,HDMULCHM3457270E,14366762,GAOU636831,CHI
1910582,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/22/2022,2359,HDMULCHM88713404,14459605,GAOU618857,CHI
1908036,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/16/2022,2359,HDMULCHM34572738,14346486,GAOU623029,CHI
1908037,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM34572728,14366738,GAOU623195,CHI
1910849,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYPKGC07140600,14503126,GAOU652810,DIT
1908033,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMULCHM66083900,14378194,GAOU615293,CHI
1911445,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/19/2022,2359,HDMUSZPM46726400,14423439,GAOU619801,CHI
1910173,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,HDMULCHM88713430,14449901,GAOU620447,CHI
1910174,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/25/2022,2359,HDMULCHM88713421,14431283,GAOU634881,CHI
1912310,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,ONEYHANC02355800,14446852,GAOU660331,CHI
1910033,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/14/2022,2359,HDMUSGNM07009303,14401197,GAOU620438,CHI
1911350,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/15/2022,2359,HDMUSGNM97955105,14411029,GAOU616179,CHI
1908034,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/16/2022,2359,HDMULCHM40018300,14346485,GAOU617536,CHI
1912307,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/22/2022,2359,HDMUSGNM79013400,14446843,GAOU622487,CHI
1910608,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/16/2022,2359,HDMUSZPM59855200,14425279,GAOU618647,DIT
1912304,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,HDMUSZPM38909600,14441152,GAOU617226,CHI
1908615,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,ONEYPKGB97222800,14428788,GAOU661311,ATL
1908035,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/22/2022,2359,HDMULCHM34572718,14370826,GAOU619493,CHI
1913632,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM64054400,,GAOU620208,CHI
1907823,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/26/2022,2359,HDMULCHM49203700,14375530,GAOU634685,CHI
1913331,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM15092200,,GAOU629177,CHI
1913330,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM18530800,,GAOU620912,CHI
1908545,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/7/2022,2359,SHSB1JB38700,14401196,GAOU602008,DIT
1913329,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM84127100,,GAOU616106,CHI
1907824,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM05488500,14366768,GAOU638161,CHI
1908561,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/1/2022,2359,HDMUSZPM26043600,14386338,GAOU619228,DIT
1912955,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM78562000,,GAOU620888,DIT
1912956,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSGNC22274600,,GAOU652766,DIT
1912957,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBC06893800,,GAOU657569,DIT
1908143,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM10594600,14375243,GAOU636388,CHI
1911677,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,ONEYPKGC02010400,14427966,GAOU652255,CHI
1912032,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,ONEYSZPC10151700,14433210,GAOU653278,CHI
1913145,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM10283800,,GAOU605441,CHI
1911578,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165800,,GAOU636424,CHI
1910854,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/31/2022,2359,HDMUSELM28247400,14462538,GAOU629276,CHI
1910567,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782900,,GAOU617909,CHI
1911577,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,HDMUKULM10796900,14439185,GAOU620159,CHI
1910951,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYLCBB48807800,,GAOU652311,ATL
1910569,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,HDMUSELM25264500,14423153,GAOU635967,CHI
1910568,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM65881508,,GAOU622402,CHI
1913657,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02547600,,GCXU502925,CHI
1908576,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/28/2022,2359,HDMUSZPM34749500,14439600,GCXU503672,CHI
1911758,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/25/2022,2359,THD0880158D,14445381,GCXU538361,ATL
1913394,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSZPC40974900,,GCXU526723,CHI
1909666,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,COSU6321236369,14416744,GCXU547882,CHI
1910984,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/19/2022,2359,THD0880171D,14439331,GCXU537170,ATL
1910260,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,COSU6321103130,,GCXU544659,CHI
1911731,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,COSU6322053965,14416740,GCXU562019,CHI
1913656,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02547600,,GCXU502483,CHI
1908146,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/17/2022,2359,HDMULCHM10594600,14346489,GCXU503303,CHI
1908147,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM85942200,14366782,GCXU503819,CHI
1910574,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM95902800,,GCXU505052,CHI
1910573,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM65881500,,GCXU503682,CHI
1910572,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/22/2022,2359,HDMUSELM08782900,14427083,GCXU503481,CHI
1910571,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM45830200,,GCXU501355,CHI
1910570,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM57282400,14518023,GCXU501234,CHI
1910618,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/10/2022,2359,ONEYPKGB97759900,14439601,GCXU526624,DIT
1908145,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/1/2022,2359,HDMULCHM10594600,14378426,GCXU503246,CHI
1910601,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/16/2022,2359,HDMUSZPM21313000,14425282,GCXU505199,DIT
1912239,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,SMLMSEL2F7048701,,GESU463643,DIT
1912958,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,ONEYSELC24682702,,GESU627253,DIT
1913279,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,AYN0914973,,GESU615191,DAL
1913480,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSELC30011401,,GESU676327,CHI
1912263,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,MAEUS00645015,,GESU589396,ATL
1913481,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,ONEYSZPC51796600,,GESU456407,CHI
1911985,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,ONEYSZPBZ0518600,14429841,GESU599205,CHI
1908773,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMUSELM24001800,14394913,GLDU998035,ATL
1910937,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,CMDUSEL1324484,14440392,GLDU726878,CHI
1913496,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,AYN0921718,,GLDU988653,ATL
1911733,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,COSU6323600063,14416682,GVCU412902,CHI
1912224,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,MAEUS00645001,,HASU455291,ATL
1913663,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM37762200,,HDMU688854,CHI
1913659,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM22790600,,HDMU667776,CHI
1910575,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/25/2022,2359,HDMUSELM57282400,14439015,HDMU665464,CHI
1913633,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM02381400,,HDMU668959,CHI
1908562,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/2/2022,2359,HDMUSZPM97469400,14389253,HDMU683119,DIT
1910576,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782900,,HDMU667348,CHI
1910577,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM57282400,14518024,HDMU669188,CHI
1910578,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM01881600,,HDMU675554,CHI
1907825,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMULCHM16985500,14374636,HDMU681853,CHI
1913661,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM10283800,,HDMU683039,CHI
1908563,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/1/2022,2359,HDMUSZPM15142700,14376006,HDMU688444,DIT
1913662,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM10283800,,HDMU685829,CHI
1911579,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165802,,HDMU676814,CHI
1909831,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM88713418,14501761,HDMU684842,CHI
1911580,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165802,,HDMU681007,CHI
1912895,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM43422200,,HDMU688370,CHI
1907826,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/26/2022,2359,HDMULCHM47786600,14378195,HDMU683817,CHI
1908149,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM34572788,14374616,HDMU678762,CHI
1912941,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM39120300,,HDMU666037,CHI
1913660,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM04612300,,HDMU678806,CHI
1908566,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/26/2022,2359,HDMUSZPM97268300,14374894,HDMU673992,DIT
1908153,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/16/2022,2359,HDMULCHM08899000,14346502,HDMU686553,CHI
1910725,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM16605000,,HDMU686444,CHI
1908154,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/19/2022,2359,HDMULCHM84032804,14346504,HDMU689606,CHI
1908603,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/1/2022,2359,HDMUSHAM83292200,14383284,HDMU257011,CHI
1910723,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/24/2022,2359,HDMUSELM36500907,14453758,HDMU683848,CHI
1910726,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,HDMUSELM62611200,14444582,HDMU686863,CHI
1911470,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/11/2022,2359,HDMUSZPM51946300,14407355,HDMU679019,CHI
1911469,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/11/2022,2359,HDMUSHAM55024800,14407354,HDMU648445,CHI
1910579,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782900,,HDMU675869,CHI
1910724,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782901,,HDMU685016,CHI
1908152,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM34572788,14366784,HDMU685499,CHI
1908151,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/22/2022,2359,HDMULCHM34572728,14367268,HDMU684794,CHI
1910580,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM08782900,,HDMU678359,CHI
1908148,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/19/2022,2359,HDMULCHM34572738,14366783,HDMU674687,CHI
1913658,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM07674000,,HDMU651301,CHI
1910612,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,HDMUSZPM85265800,14422446,HDMU681506,DIT
1913623,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSHAM97746500,,HDMU283418,CHI
1908150,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/16/2022,2359,HDMULCHM34572748,14346500,HDMU683599,CHI
1911797,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSHAM03401900,14502433,HDMU275400,CHI
1910594,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/9/2022,2359,HDMUSZPM28219100,14411585,HDMU684944,DIT
1910581,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,HDMUSELM01881600,14443527,HDMU681134,CHI
1913697,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM06642400,,HMDM689112,CHI
1910930,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,HDMUKULM54172100,,HMMU613908,CHI
1909832,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM88713408,14501762,HMMU610673,CHI
1907987,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/26/2022,2359,HDMULCHM08899000,14378198,HMMU617956,CHI
1907828,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/26/2022,2359,HDMULCHM59441000,14378196,HMMU601933,CHI
1907829,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMULCHM94477100,14374638,HMMU620154,CHI
1910932,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM98577900,,HMMU629393,CHI
1909833,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,HDMULCHM88713417,,HMMU645966,CHI
1909834,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,HDMULCHM88713409,14450725,HMMU646136,CHI
1912960,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM91355200,,HMMU646535,DIT
1908214,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/18/2022,2359,HDMULCHM66083900,14346512,HMMU627434,CHI
1912697,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSGNM49377906,,HMMU640628,CHI
1908216,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/18/2022,2359,HDMULCHM40018300,14346515,HMMU640842,CHI
1908215,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/19/2022,2359,HDMULCHM40018300,14346514,HMMU640099,CHI
1910518,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/4/2022,2359,HDMULCHM57974300,14391769,HMMU604983,CHI
1912872,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,HDMUSGNM79013407,,HMMU634989,CHI
1912959,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM96889200,,HMMU639366,DIT
1908502,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/16/2022,2359,HDMUSZPM74642500,14340677,HMMU606388,CHI
1912897,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM06426100,,HMMU619645,CHI
1912896,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM65732300,,HMMU610758,CHI
1907827,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/19/2022,2359,HDMULCHM68707400,14367260,HMMU601829,CHI
1907951,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/17/2022,2359,HDMULCHM34572738,14354213,HMMU649073,CHI
1910176,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/25/2022,2359,HDMULCHM88713426,14427086,HMMU646118,CHI
1907948,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM34572768,14374646,HMMU643536,CHI
1912839,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,HDMULCHM88713434,14450720,HMMU628790,CHI
1911812,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUKULM25338800,,HMMU614566,CHI
1911811,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUKULM73733500,,HMMU601172,CHI
1910595,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/28/2022,2359,HDMUSZPM92084400,14451002,HMMU650057,DIT
1912802,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM67935803,,HMMU635203,CHI
1910603,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/16/2022,2359,HDMUSZPM45252000,14425310,HMMU621376,DIT
1908322,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/26/2022,2359,HDMULCHM85942200,14378199,HMMU627988,CHI
1912318,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/22/2022,2359,LCHM63620400,14433211,HMMU624877,CHI
1907949,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMULCHM85942200,14378232,HMMU643574,CHI
1910175,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,HDMULCHM88713427,14449838,HMMU639498,CHI
1908329,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMULCHM34572708,14378231,HMMU643242,CHI
1908328,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/22/2022,2359,HDMULCHM85942200,14370829,HMMU642447,CHI
1908327,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/18/2022,2359,HDMULCHM34572718,14346513,HMMU638109,CHI
1908326,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM34572738,14366788,HMMU637254,CHI
1908325,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMULCHM23694900,14378230,HMMU635281,CHI
1908323,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/24/2022,2359,HDMULCHM40018300,14374641,HMMU628998,CHI
1912714,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/25/2022,2359,HDMUSZPM36098800,,HMMU641168,CHI
1908324,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/23/2022,2359,HDMULCHM3457270A,14371855,HMMU634454,CHI
1909835,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/23/2022,2359,HDMULCHM88713413,,HMMU646263,CHI
1913703,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM07674000,,HMMU618845,CHI
1913698,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02958400,,HMMU601099,CHI
1913699,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM07674000,,HMMU601320,CHI
1907830,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMULCHM68108902,14374639,HMMU627301,CHI
1913700,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM10283800,,HMMU609499,CHI
1913701,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02958400,,HMMU611194,CHI
1907831,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/16/2022,2359,HDMULCHM11870200,14346516,HMMU649575,CHI
1911813,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUKULM76342500,,HMMU617937,CHI
1913702,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM06642400,,HMMU617819,CHI
1907950,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/21/2022,2359,HDMULCHM34572788,14366789,HMMU648989,CHI
1913704,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02547600,,HMMU619857,CHI
1913705,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM26593600,,HMMU625388,CHI
1913706,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM46843700,,HMMU626936,CHI
1913707,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM06642400,,HMMU629059,CHI
1913708,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM63325600,,HMMU629908,CHI
1913709,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM02958400,,HMMU637564,CHI
1913710,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSELM10283800,,HMMU645730,CHI
1913422,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSGNM52182800,,HMMU643659,CHI
1911928,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/17/2022,2359,HDMUSGNM07009302,14423626,HMMU615435,CHI
1912966,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM59216900,,HMMU626814,DIT
1913599,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM46727300,,HMMU611351,DIT
1907975,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/17/2022,2359,HDMULCHM34572778,14346505,HMMU604213,CHI
1908155,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/25/2022,2359,HDMULCHM10594600,14375531,HMMU602951,CHI
1911090,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/8/2022,2359,HDMULCHM43846700,14391374,HMMU633521,CHI
1911507,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/30/2022,2359,HDMUSGNM79013406,14444680,HMMU648700,CHI
1911506,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/29/2022,2359,HDMUSGNM79013406,14444638,HMMU616517,CHI
1913603,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM21154600,,HMMU615701,DIT
1910855,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,HDMUSELM51474800,14440627,HMMU615002,CHI
1913598,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMUSZPM02026100,,HMMU605315,DIT
1911468,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/11/2022,2359,HDMUSGNM07009302,14407356,HMMU628151,CHI
1911375,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,HDMULCHM47592800,14423623,HMMU624723,CHI
1911349,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/15/2022,2359,HDMUSGNM97955105,14411230,HMMU609182,CHI
1911348,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/15/2022,2359,HDMUSGNM97955105,14411231,HMMU626092,CHI
1911347,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/15/2022,2359,HDMUSGNM97955105,14411232,HMMU636061,CHI
1911346,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/14/2022,2359,HDMUSGNM97955105,14411233,HMMU648495,CHI
1908774,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",2/26/2022,2359,HDMUSELM84644300,14394914,HMMU612624,ATL
1911586,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165803,,HMMU630603,CHI
1911592,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165804,,HMMU645164,CHI
1911591,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165800,,HMMU644915,CHI
1911590,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165802,,HMMU640570,CHI
1911589,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",3/21/2022,2359,HDMUKULM10796900,14423157,HMMU639842,CHI
1911588,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165802,,HMMU639314,CHI
1911587,SAMSDTX,"SAMSUNG SDS AMERICA, INC.",,,HDMULCHM35165803,,HMMU634287,CHI
